"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","FMTM","PGTM","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TSUN","WDF2","WDF5","WESD","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT06","WT07","WT08","WT09","WT10","WT11","WT13","WT14","WT15","WT16","WT17","WT18","WT19","WT21","WT22","WV03","WV20"
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-02-15","8.72",,,"0.16","0.0","0.0",,"43","30",,"  190","  190",,"17.0","21.9",,,,,,,,"    1",,,,"    1",,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-02-16","9.40",,,"0.02","0.0","0.0",,"47","34",,"  300","  300",,"19.9","25.1",,,,,,,,"    1",,,,"    1","    1",,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-02-17","8.50",,,"0.00","0.0","0.0",,"49","28",,"  210","  210",,"21.9","29.1",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-02-18","8.05",,,"0.00","0.0","0.0",,"39","27",,"   20","   30",,"16.1","25.1",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-02-19","5.59",,,"0.00","0.0","0.0",,"38","24",,"   70","   60",,"14.1","23.0",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-02-20","9.62",,,"0.00","0.0","0.0",,"45","22",,"  140","  150",,"19.9","23.9",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-02-21","11.86",,,"0.06","0.2","0.0",,"41","33",,"  250","  240",,"25.9","36.0",,,,,,,,,,,,"    1",,,"    1",,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-02-22","6.04",,,"0.01","0.1","0.0",,"44","29",,"  300","  270",,"12.1","17.0","    1",,,,,,,,,,,"    1",,,"    1",,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-02-23","7.16",,,"0.33","0.0","0.0",,"40","29",,"   50","   50",,"16.1","25.9",,,,,,,,,,,,,"    1",,"    1",,"    1",,"    1",,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-02-24","16.11",,,"0.54","3.5","3.0",,"35","26",,"  270","  280",,"23.9","33.1",,,,,,,,,,,,"    1",,,,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-02-25","10.74",,,"0.00","0.0","2.0",,"27","16",,"  310","  280",,"19.9","25.1",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-02-26","13.87",,,"0.00","0.0","1.0",,"53","17",,"  210","  190",,"28.0","36.9",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-02-27","11.41",,,"0.00","0.0","0.0",,"40","25",,"  280","  280",,"25.9","33.1",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-02-28","8.72",,,"0.11","0.0","0.0",,"44","23",,"  120","  120",,"19.9","23.0",,,,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-02-29","17.90",,,"0.18","0.0","0.0",,"59","35",,"  210","  210",,"36.9","48.1","    1",,,,,,,,,,,,"    1",,"    1",,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-03-01","7.16",,,"0.00","0.0","0.0",,"40","35",,"  270","  290",,"17.0","23.9",,,,,,,,,,,,,"    1",,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-03-02","14.09",,,"0.19","0.0","0.0",,"40","34",,"  300","  320",,"28.0","36.9",,,,,,,,"    1",,,,"    1",,,"    1",,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-03-03","15.88",,,"0.00","0.0","0.0",,"35","30",,"  280","  270",,"25.1","34.9",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-03-04","8.50",,,"0.00","0.3","0.0",,"32","26",,"  330","  330",,"15.0","17.9",,,,,,,,,,,,,,,,,"    1",,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-03-05","8.50",,,"0.00","0.0","0.0",,"37","21",,"  180","  180",,"17.0","23.0",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-03-06","20.80",,,"0.00","0.0","0.0",,"68","31",,"  200","  220",,"36.9","49.0",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-03-07","26.62",,,"0.00","0.0","0.0",,"68","54",,"  200","  230",,"38.0","51.0",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-03-08","15.21",,,"0.28","0.0","0.0",,"63","37",,"  210","  210",,"34.9","47.0",,,,,,,,"    1",,,,"    1",,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-03-09","12.53",,,"0.00","0.0","0.0",,"40","28",,"  320","  320",,"23.9","31.1",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-03-10","15.43",,,"0.00","0.0","0.0",,"60","27",,"  210","  230",,"30.0","38.0",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-03-11","11.63",,,"0.00","0.0","0.0",,"69","41",,"  180","  170",,"25.1","31.1",,,,,,,,,,,,,,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-03-12","14.76",,,"0.19","0.0","0.0",,"65","52",,"  190","  190",,"32.0","45.0","    1",,,,,,,,,,,"    1","    1",,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-03-13","6.49",,,"0.00","0.0","0.0",,"70","48",,"  310","  340",,"13.0","16.1",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-03-14","11.41",,,"0.00","0.0","0.0",,"81","46",,"  210","  210",,"25.1","32.0",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-03-15","8.95",,,"0.00","0.0","0.0",,"81","48",,"  250","   40",,"16.1","23.9","    1",,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-03-16","6.93",,,"0.00","0.0","0.0",,"82","46",,"  200","  230",,"17.9","23.0","    1",,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-03-17","10.51",,,"0.00","0.0","0.0",,"82","58",,"  170","  160",,"21.0","25.9",,,"    1",,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-03-18","10.29",,,"0.00","0.0","0.0",,"81","57",,"  190","  170",,"17.9","21.9",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-03-19","10.51",,,"0.03","0.0","0.0",,"78","61",,"  190","  180",,"25.9","33.1",,,,,,,,,,,,,,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-03-20","13.87",,,"0.00","0.0","0.0",,"85","63",,"  200","  180",,"29.1","36.9",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-03-21","8.50",,,"0.00","0.0","0.0",,"87","61",,"  210","  170",,"19.9","25.1",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-03-22","6.26",,,"0.16","0.0","0.0",,"83","60",,"  220","  230",,"23.0","30.0",,,,,,,,,,,,,,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-03-23","5.82",,,"1.25","0.0","0.0",,"63","55",,"  200","  210",,"19.9","23.9",,"    1",,,,,,"    1",,,,"    1",,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-03-24","6.26",,,"0.00","0.0","0.0",,"62","50",,"   50","   50",,"13.0","23.0","    1","    1",,,,,,,,,,"    1","    1",,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-03-25","8.50",,,"0.00","0.0","0.0",,"71","43",,"   40","   50",,"21.9","33.1",,,,,,,,"    1",,,,"    1",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-03-26","15.66",,,"0.00","0.0","0.0",,"47","37",,"   20","   30",,"23.9","33.1",,,,,,,,,,,,,,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-03-27","18.79",,,"0.00","0.0","0.0",,"74","40",,"  180","  220",,"29.1","40.0",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-03-28","12.53",,,"0.00","0.0","0.0",,"68","45",,"  300","  300",,"25.1","33.1",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-03-29","9.62",,,"0.00","0.0","0.0",,"48","40",,"   30","   60",,"17.9","30.0",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-03-30","10.07",,,"0.58","0.0","0.0",,"53","40",,"  140","   30",,"17.0","23.0",,,"    1",,,,,"    1",,,,,,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-03-31","8.28",,,"0.00","0.0","0.0",,"50","39",,"   70","   50",,"15.0","28.0",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-04-01","9.40",,,"0.06","0.0","0.0",,"57","42",,"   30","   50",,"17.0","25.9",,,"    1",,,,,"    1",,,,,,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-04-02","12.08",,,"0.00","0.0","0.0",,"62","47",,"  110","   60",,"21.0","28.0",,,,,,,,"    1",,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-04-03","11.18",,,"0.00","0.0","0.0",,"70","48",,"   10","   30",,"23.0","38.9",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-04-04","15.66",,,"0.00","0.0","0.0",,"58","46",,"   20","   50",,"25.1","33.1",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-04-05","15.66",,,"0.00","0.0","0.0",,"49","38",,"   30","   50",,"23.0","33.1",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-04-06","8.28",,,"0.00","0.0","0.0",,"53","33",,"  100","   70",,"19.9","28.0",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-04-07","8.05",,,"0.00","0.0","0.0",,"67","34",,"  280","  280",,"23.0","32.0",,,,,,,,,,,,,,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-04-08","11.86",,,"0.00","0.0","0.0",,"66","45",,"  320","  330",,"28.0","38.0",,,,,,,,,,,,,,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-04-09","14.99",,,"0.00","0.0","0.0",,"63","41",,"  290","  310",,"31.1","45.0",,,,,,,,,,,,,,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-04-10","11.63",,,"0.00","0.0","0.0",,"46","34",,"  330","  320",,"23.9","30.0",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-04-11","7.83",,,"0.00","0.0","0.0",,"54","32",,"   70","   50",,"15.0","23.9",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-04-12","5.14",,,"0.00","0.0","0.0",,"63","32",,"  100","   80",,"16.1","19.9",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-04-13","12.75",,,"0.00","0.0","0.0",,"66","40",,"  200","  200",,"25.9","33.1",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-04-14","8.28",,,"0.16","0.0","0.0",,"67","54",,"  140","  200",,"16.1","19.9",,,"    1",,,,,,,,,"    1",,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-04-15","17.22",,,"0.67","0.0","0.0",,"77","61",,"  180","  180",,"36.0","47.0",,,"    1",,,,,,,,,"    1",,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-04-16","19.46",,,"0.01","0.0","0.0",,"67","43",,"  240","  250",,"36.0","48.1",,,,,,,,,,,,,,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-04-17","6.93",,,"0.00","0.0","0.0",,"57","39",,"   90","   80",,"15.0","21.9",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-04-18","10.51",,,"0.01","0.0","0.0",,"73","39",,"  200","  200",,"23.9","33.1",,,,,,,,,,,,,,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-04-19","9.62",,,"0.00","0.0","0.0",,"61","45",,"   50","   60",,"17.9","25.9",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-04-20","13.42",,,"0.02","0.0","0.0",,"47","42",,"   10","   30",,"25.9","34.9","    1",,,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-04-21","8.50",,,"0.00","0.0","0.0",,"53","36",,"   60","   60",,"15.0","23.9",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-04-22","13.42",,,"0.00","0.0","0.0",,"53","41",,"   10","   40",,"25.1","38.0",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-04-23","9.17",,,"0.00","0.0","0.0",,"60","39",,"  320","  360",,"25.1","31.1",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-04-24","6.49",,,"0.00","0.0","0.0",,"66","38",,"  340","   10",,"15.0","21.9",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-04-25","6.71",,,"0.10","0.0","0.0",,"61","46",,"   70","   70",,"14.1","19.9",,,,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-04-26","11.86",,,"0.00","0.0","0.0",,"55","39",,"   40","   10",,"23.0","31.1",,,,,,,,,,,,"    1",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-04-27","10.51",,,"0.01","0.0","0.0",,"54","35",,"   60","   60",,"21.0","30.0",,,,,,,,,,,,,,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-04-28","14.32",,,"0.25","0.0","0.0",,"50","45",,"  100","   80",,"21.9","31.1",,,"    1",,,,,,,,,,,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-04-29","10.51",,,"0.36","0.0","0.0",,"57","43",,"  120","   70",,"17.0","25.9","    1",,,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-04-30","4.92",,,"0.00","0.0","0.0",,"62","50",,"  130","   60",,"14.1","17.0",,,,,,,,"    1",,,,"    1","    1",,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-05-01","7.61",,,"0.09","0.0","0.0",,"65","49",,"  130","   70",,"16.1","21.0",,,,,,,,"    1",,,,"    1",,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-05-02","10.07",,,"0.00","0.0","0.0",,"80","58",,"  200","  210",,"25.9","34.9","    1","    1",,,,,,,,,,"    1",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-05-03","12.08",,,"1.34","0.0","0.0",,"86","66",,"  210","  200",,"23.9","31.1",,,"    1",,"    1",,,,,,,,,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-05-04","9.17",,,"0.28","0.0","0.0",,"73","55",,"  150","  150",,"23.9","31.1",,,"    1",,,,,"    1",,,,,,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-05-05","8.28",,,"0.00","0.0","0.0",,"60","52",,"   30","   40",,"16.1","25.1",,,,,,,,"    1",,,,"    1",,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-05-06","8.50",,,"0.80","0.0","0.0",,"70","51",,"  110","   10",,"17.0","28.0",,,"    1",,,,,,,,,"    1",,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-05-07","5.37",,,"0.47","0.0","0.0",,"64","52",,"  330","  320",,"14.1","17.9","    1","    1","    1",,,,,"    1",,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-05-08","8.95",,,"0.00","0.0","0.0",,"70","52",,"  250","  260",,"17.9","25.1",,,,,,,,,,,,"    1",,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-05-09","7.61",,,"0.06","0.0","0.0",,"60","47",,"   50","   50",,"17.0","34.9",,,,,,,,"    1",,,,,,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-05-10","7.61",,,"0.00","0.0","0.0",,"67","46",,"   50","   50",,"14.1","28.0",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-05-11","9.62",,,"0.00","0.0","0.0",,"78","43",,"  190","  180",,"21.0","25.9",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-05-12","9.40",,,"0.03","0.0","0.0",,"69","53",,"   20","   40",,"21.0","30.0",,,,,,,,,,,,,,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-05-13","7.83",,,"0.00","0.0","0.0",,"72","50",,"   50","   50",,"16.1","28.0",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-05-14","5.14",,,"0.00","0.0","0.0",,"82","43",,"  110","   80",,"15.0","19.9",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-05-15","12.53",,,"0.05","0.0","0.0",,"86","57",,"  320","  320",,"25.9","34.9",,,"    1",,,,,,,,,,,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-05-16","10.51",,,"0.00","0.0","0.0",,"65","50",,"   30","   40",,"23.0","32.0",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-05-17","5.82",,,"0.00","0.0","0.0",,"74","45",,"  100","   90",,"15.0","19.9",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-05-18","9.17",,,"0.00","0.0","0.0",,"85","53",,"  130","  160",,"15.0","19.9",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-05-19","9.17",,,"0.00","0.0","0.0",,"92","59",,"  200","  190",,"17.0","25.9",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-05-20","11.63",,,"0.14","0.0","0.0",,"93","65",,"  190","  300",,"23.9","33.1",,,"    1",,,,,,,,,,,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-05-21","12.53",,,"0.00","0.0","0.0",,"67","54",,"   30","   20",,"25.1","36.9",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-05-22","7.16",,,"0.00","0.0","0.0",,"71","50",,"   60","   50",,"13.0","25.1",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-05-23","6.93",,,"0.00","0.0","0.0",,"82","47",,"  160","  160",,"17.0","21.0",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-05-24","17.67",,,"0.00","0.0","0.0",,"90","64",,"  170","  190",,"31.1","40.9",,,,,,,,"    1",,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-05-25","10.07",,,"0.00","0.0","0.0",,"83","65",,"  210","  200",,"23.0","30.0",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-05-26","11.18",,,"0.00","0.0","0.0",,"86","60",,"   30","   40",,"21.9","32.0",,,,,,,,,,,,,,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-05-27","10.07",,,"0.00","0.0","0.0",,"97","70",,"  180","  180",,"21.0","25.9",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-05-28","14.09",,,"0.00","0.0","0.0",,"95","77",,"  210","  190",,"28.0","38.0",,,,,,,,,,,,,,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-05-29","12.30",,,"0.00","0.0","0.0",,"85","61",,"  280","  290",,"28.0","38.9",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-05-30","9.62",,,"0.00","0.0","0.0",,"70","53",,"   40","  290",,"17.0","17.9",,,,,,,,,,,,,,,,,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-05-31","10.96",,,"1.12","0.0","0.0",,"54","47",,"   50","   40",,"17.9","32.0","    1",,,,,,,,,,,"    1",,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-06-01","9.84",,,"0.01","0.0","0.0",,"65","49",,"  330","   50",,"19.9","29.1",,,,,,,,,,,,,,,"    1",,,,,,,
"USW00094846","CHICAGO OHARE INTERNATIONAL AIRPORT, IL US","41.995","-87.9336","201.8","2012-06-02","10.74",,,"0.00","0.0","0.0",,"76","49",,"  280","  270",,"19.9","29.1",,,,,,,,,,,,,,,,,,,,,,
